Date|Code|Type|Sec. Num|Price|Local IS|Local CP|Local PF|Local IB|Local ID|Local MF|Local SC|Local FD|Local OT|Total|Foreign IS|Foreign CP|Foreign PF|Foreign IB|Foreign ID|Foreign MF|Foreign SC|Foreign FD|Foreign OT|Total
29-DEC-2023|AYAM|EQUITY|4000000000|110|0|345266700|0|0|452519400|0|0|0|5000|797791100|0|0|0|1899900|306800|0|2200|0|0|2208900
29-DEC-2023|AYLS|EQUITY|853423236|51|0|594777100|0|0|257285236|0|0|0|0|852062336|0|0|0|500100|660800|0|200000|0|0|1360900
29-DEC-2023|BABP|EQUITY|33765744021|60|117046900|17509234621|8825000|0|5006312076|119353876|7577614|3211150|24|22771561261|0|9143790819|0|125921100|1893100|45333900|57904433|0|1281673522|10656516874
29-DEC-2023|BABY|EQUITY|2668586400|177|0|51176500|0|0|78117500|19624200|0|0|0|148918200|0|2434977200|0|4529800|161200|0|0|0|0|2439668200
29-DEC-2023|BACA|EQUITY|19953024885|132|324500000|15907022307|0|12686999|2044218033|1185171013|323034|1626000|37500|19475584886|0|0|0|737800|993500|22278900|23031290|0|230868260|277909750
29-DEC-2023|BAJA|EQUITY|1800000000|123|0|88000000|0|0|310012300|0|0|0|0|398012300|0|520000|0|1390600|70600|0|6500|0|0|1987700
29-DEC-2023|BALI|EQUITY|3934592500|825|60566202|2640841498|0|0|423000200|0|131711900|0|0|3256119800|0|100000000|0|67505700|262500|0|9500|0|68625000|236402700
29-DEC-2023|BANK|EQUITY|14768390017|1240|1122701500|5578975014|6236600|0|294589863|470195900|5020460|0|0|7477719337|5584900|16538663|23243300|245893895|63900|84690300|3225600|0|81184376|460424934
29-DEC-2023|BAPA|EQUITY|661784520|67|0|375332100|0|0|153593403|0|125518817|0|0|654444320|0|1032500|0|575100|3990300|0|1737300|0|0|7335200
29-DEC-2023|BAPI|EQUITY|5591980103|50|38067999|10742709|1114534|0|1378318595|202219195|11873045|1064789|7165200|1650566066|0|6939300|0|100|20251637|0|5000|0|0|27196037
29-DEC-2023|BATA|EQUITY|1300000000|141|0|0|0|50000|46460870|0|0|5800|0|46516670|0|0|0|129926800|4568000|36207500|3096500|0|0|173798800
29-DEC-2023|BAUT|EQUITY|4800133366|50|0|752505700|0|0|1444819846|0|420|41000|58000|2197424966|0|2600000000|0|900|2707500|0|0|0|0|2602708400
29-DEC-2023|BAYU|EQUITY|353220780|1485|8961183|109206568|1832900|27384|38708844|23438700|10912|0|0|182186491|0|30618000|0|127891314|110141|330000|5000|0|4250830|163205285
29-DEC-2023|BBCA|EQUITY|123275050000|9400|1837959895|81570760|339086650|2420000|4686996811|1158776788|74315344|63417000|2565200|8247108448|570528341|1965624094|6261713281|3085464297|329478810|19430215297|1275814107|660589205|10627160240|44206587672
29-DEC-2023|BBHI|EQUITY|21730256442|1290|0|17985514181|0|0|1028006928|3859568|12656579|80|3245800|19033283136|0|2352060733|0|3509789|38365554|2123300|1791816|0|81819549|2479670741
29-DEC-2023|BBKP|EQUITY|187887539870|80|11702999|2764415625|18236042|19662220|18639639484|35541900|441544588|4621314|871905006|22807269178|29657386|32385351690|524645268|1207217326|119260685|1187792068|1245660092|0|1482607205|38182191720
29-DEC-2023|BBLD|EQUITY|1645796054|660|57136185|1178600265|0|1283|84998424|1125300|33453|0|0|1321894910|0|5091695|0|243180497|70639314|0|133004|0|3530300|322574810
29-DEC-2023|BBMD|EQUITY|4090090000|2000|0|100|0|63021200|192644300|0|0|0|0|255665600|0|0|0|1500|63252800|0|60100|0|111020000|174334400
29-DEC-2023|BBNI|EQUITY|37297312916|5375|2018155414|65022262|111289140|47137900|1588937440|898829106|17878391|41454480|831222|4789535355|222616068|552446048|1540603395|1152964646|3730096|3563193125|366546608|21577080|2698987715|10122664781
29-DEC-2023|BBRI|EQUITY|151559001604|5725|3426574950|133425516|551725747|838354851|2798603516|1990315695|13255620|264200118|5503290123|15519746136|1311953020|2336376503|7500996321|5566923496|40340489|22152612621|1477038964|238110649|14785028837|55409380900
29-DEC-2023|BBRM|EQUITY|8479490328|65|0|6654186284|0|0|335272973|0|263828|0|66|6989723151|0|1114168300|0|254882152|13009731|0|104772532|0|2933333|1489766048
29-DEC-2023|BBSI|EQUITY|3674723301|3660|0|3242464330|0|0|239318354|0|107|0|0|3481782791|0|168135751|0|2235|100|0|23431|0|0|168161517
29-DEC-2023|BBSS|EQUITY|4800016020|79|0|798162800|0|0|498641420|0|0|800|0|1296805020|0|0|0|3196000|10000|0|5000|0|0|3211000
